site,sp,genus,doy_10_percentile,doy_30_percentile,doy_50_percentile,doy_70_percentile,doy_90_percentile,n_record,n_year,type
ABBY,Alnus rubra,Alnus,55.8,104.4,164,241,308.20000000000005,669,16,species_level
ABBY,Alnus viridis,Alnus,107,133,235,268,296,11,3,species_level
ABBY,Cytisus scoparius,Cytisus,77,116,130,143,164,946,14,species_level
ABBY,Lathyrus polyphyllus,Lathyrus,123.3,134.9,137.5,151.29999999999998,161.10000000000002,24,6,species_level
ABBY,Lathyrus sp,Lathyrus,96,143,169,189,232,2982,22,genus_level
ABBY,Lotus aboriginus,Lotus,156,171,185,208,242,3620,21,genus_level
ABBY,Lotus sp,Lotus,156,171,185,208,242,3620,21,genus_level
ABBY,Lupinus sp,Lupinus,64,83,100,119,166,14875,32,genus_level
ABBY,Thermopsis montana,Thermopsis,128,146,154,156,184,21,10,species_level
ABBY,Trifolium sp,Trifolium,101,136,162,196,262,16655,23,genus_level
ABBY,Vicia americana,Vicia,137,153,169,184,200.7,414,15,species_level
ABBY,Vicia sativa,Vicia,68,96,116,127,146,1207,16,species_level
ABBY,Vicia villosa,Vicia,94.9,121,144,162,190,990,18,species_level
BARR,Lupinus arcticus,Lupinus,66,106.4,173,191.60000000000002,216.2,19,11,species_level
BLAN,Amphicarpaea bracteata,Amphicarpaea,224,232,238.5,245,253,2412,21,species_level
BLAN,Desmodium sp,Desmodium,183,205,223,242,264,705,15,genus_level
BLAN,Elaeagnus umbellata,Elaeagnus,98,115,125,138,149,1191,18,species_level
BLAN,Glycine max,Glycine,206.8,212.79999999999998,219,237,252.20000000000002,7,3,species_level
BLAN,Kummerowia striata,Kummerowia,223.2,234.60000000000002,244,252.2,274.4,77,11,species_level
BLAN,Lespedeza cuneata,Lespedeza,220,241,252,258,268,209,12,species_level
BLAN,Medicago lupulina,Medicago,90,139,158,176,228,1560,16,species_level
BLAN,Melilotus officinalis,Melilotus,145.2,161,173,194,235,1193,19,species_level
BLAN,Robinia pseudoacacia,Robinia,93,120,138,152,257.8000000000002,2963,20,species_level
BLAN,Trifolium arvense,Trifolium,145.7,176,193,214,249.3,478,10,species_level
BLAN,Trifolium campestre,Trifolium,100,126,147,173,207.20000000000005,725,14,species_level
BLAN,Trifolium pratense,Trifolium,145,166,196,243,280,4765,20,species_level
BLAN,Trifolium reflexum,Trifolium,127.3,131.89999999999998,136,141.39999999999998,147,12,5,species_level
BLAN,Trifolium repens,Trifolium,91,138,163,199,274,5555,18,species_level
BLAN,Trifolium sp,Trifolium,101,136,162,196,262,16655,23,genus_level
BLAN,Vicia sativa,Vicia,68,96,116,127,146,1207,16,species_level
BLAN,Vicia sp,Vicia,84,118,145,170,203,4697,22,genus_level
BLAN,Vicia villosa,Vicia,94.9,121,144,162,190,990,18,species_level
BONA,Alnus incana,Alnus,102,156,193,233,276,926,15,species_level
BONA,Alnus viridis,Alnus,107,133,235,268,296,11,3,species_level
BONA,Lathyrus japonicus,Lathyrus,136.3,153,171,195,232,424,18,species_level
CLBJ,Acacia angustissima,Acacia,40,89.29999999999995,180,272,325.9000000000001,1572,14,genus_level
CLBJ,Acacia sp,Acacia,40,89.29999999999995,180,272,325.9000000000001,1572,14,genus_level
CLBJ,Chamaecrista fasciculata,Chamaecrista,175,209,225,241,272,4671,22,species_level
CLBJ,Clitoria mariana,Clitoria,156,179,195,209,231,301,13,species_level
CLBJ,Crotalaria ochroleuca,Crotalaria,48.60000000000001,123.6,215,262.59999999999997,333,237,12,genus_level
CLBJ,Crotalaria sagittalis,Crotalaria,156,187,202,208.9,252.20000000000002,18,7,species_level
CLBJ,Dalea aurea,Dalea,138.10000000000002,158,168,189.79999999999998,230.80000000000004,30,8,species_level
CLBJ,Dalea candida,Dalea,170,187,194,205,227,209,17,species_level
CLBJ,Dalea enneandra,Dalea,158.8,170.60000000000002,189,189,211.8,5,2,species_level
CLBJ,Dalea hallii,Dalea,198,232,266,266.8,267.6,3,3,species_level
CLBJ,Dalea multiflora,Dalea,178.6,179.79999999999998,187,196.6,212.2,4,3,species_level
CLBJ,Dalea purpurea,Dalea,145.60000000000002,183.2,195,208.79999999999995,241.60000000000002,635,18,species_level
CLBJ,Dalea sp,Dalea,64,120,183,204,269,1869,21,genus_level
CLBJ,Dalea tenuifolia,Dalea,131.6,137,147,158.8,181.99999999999997,9,3,species_level
CLBJ,Dalea tenuis,Dalea,193.20000000000002,211.6,230,248.4,266.8,2,2,species_level
CLBJ,Desmanthus illinoensis,Desmanthus,161,178,189,199,226,81,8,species_level
CLBJ,Desmanthus sp,Desmanthus,139.2,168,188,201.79999999999998,241.8,113,9,genus_level
CLBJ,Desmodium canescens,Desmodium,207.10000000000002,217.5,229,233.9,253,20,7,species_level
CLBJ,Desmodium ciliare,Desmodium,239,248.6,249,258.2,275.8,7,4,species_level
CLBJ,Desmodium sessilifolium,Desmodium,188.4,207.2,222,227.2,239.60000000000002,7,5,species_level
CLBJ,Desmodium sp,Desmodium,183,205,223,242,264,705,15,genus_level
CLBJ,Galactia sp,Galactia,109.69999999999999,152,190.5,210,240.89999999999998,128,9,genus_level
CLBJ,Galactia volubilis,Galactia,105,169.5,193.5,210.5,224.5,6,3,species_level
CLBJ,Indigofera miniata,Indigofera,97.10000000000001,120,150.5,197.7,258,332,13,species_level
CLBJ,Lathyrus hirsutus,Lathyrus,91.4,118.1,129.5,145,155.3,68,8,species_level
CLBJ,Lespedeza cuneata,Lespedeza,220,241,252,258,268,209,12,species_level
CLBJ,Lespedeza procumbens,Lespedeza,209,238,247,253.39999999999998,270,43,4,species_level
CLBJ,Lespedeza sp,Lespedeza,198.5,227,240,252,265,636,15,genus_level
CLBJ,Lespedeza stuevei,Lespedeza,237.5,240.5,242,244.49999999999997,253.5,4,3,species_level
CLBJ,Lespedeza virginica,Lespedeza,224.60000000000002,236.2,244,253,261.6,105,10,species_level
CLBJ,Lotus sp,Lotus,156,171,185,208,242,3620,21,genus_level
CLBJ,Lotus unifoliolatus,Lotus,156,171,185,208,242,3620,21,genus_level
CLBJ,Medicago minima,Medicago,75.5,84.9,95,104.1,116.7,24,9,species_level
CLBJ,Mimosa nuttallii,Mimosa,121.30000000000001,132.8,144.5,160.1,175.8,34,11,species_level
CLBJ,Mimosa roemeriana,Mimosa,98,117,141,186.29999999999995,262.1,1090,21,genus_level
CLBJ,Neptunia lutea,Neptunia,136,152.8,168,201.19999999999996,249.4,35,9,species_level
CLBJ,Pediomelum linearifolium,Pediomelum,149.8,168.6,185,186.79999999999998,196,7,4,species_level
CLBJ,Pediomelum rhombifolium,Pediomelum,88.19999999999999,112.80000000000001,123,148.8,171,43,9,species_level
CLBJ,Rhynchosia americana,Rhynchosia,82,118.6,138,175.79999999999993,251.2,47,6,species_level
CLBJ,Rhynchosia latifolia,Rhynchosia,131.3,141.3,144,167.39999999999998,234.1,12,8,species_level
CLBJ,Rhynchosia minima,Rhynchosia,118.2,171.2,242,260,280.2,49,8,species_level
CLBJ,Sophora nuttalliana,Sophora,111.19999999999999,115.8,119,122.2,137,29,9,species_level
CLBJ,Strophostyles helvola,Strophostyles,205,227,241,252,270.6,305,15,species_level
CLBJ,Strophostyles leiosperma,Strophostyles,179.7,212.4,230,250,277.3,58,9,species_level
CLBJ,Strophostyles sp,Strophostyles,199,225.2,240,251,273.20000000000005,595,15,genus_level
CLBJ,Stylosanthes biflora,Stylosanthes,138.3,158.8,182.5,207.1,249.70000000000002,234,12,species_level
CLBJ,Trifolium bejariense,Trifolium,101,136,162,196,262,16655,23,genus_level
CLBJ,Trifolium sp,Trifolium,101,136,162,196,262,16655,23,genus_level
CLBJ,Trifolium vesiculosum,Trifolium,118.2,129.6,142,149,159.79999999999998,29,7,species_level
CLBJ,Vicia sp,Vicia,84,118,145,170,203,4697,22,genus_level
CPER,Astragalus crassicarpus,Astragalus,63,82.89999999999999,95.5,130.2,151,94,12,species_level
CPER,Astragalus gracilis,Astragalus,105.80000000000001,145,152,165.2,180,7,5,species_level
CPER,Astragalus mollissimus,Astragalus,75,87,96,109.8,147.00000000000006,105,13,species_level
CPER,Astragalus pectinatus,Astragalus,128.5,142.5,145.5,152,163.5,46,11,species_level
CPER,Astragalus sp,Astragalus,66,88,114,141,186,2802,26,genus_level
CPER,Dalea candida,Dalea,170,187,194,205,227,209,17,species_level
CPER,Lotus plebeius,Lotus,156,171,185,208,242,3620,21,genus_level
CPER,Lupinus pusillus,Lupinus,128.60000000000002,134.6,142,153.6,164.2,15,7,species_level
CPER,Medicago lupulina,Medicago,90,139,158,176,228,1560,16,species_level
CPER,Melilotus officinalis,Melilotus,145.2,161,173,194,235,1193,19,species_level
CPER,Oxytropis sericea,Oxytropis,129.8,140.7,148,153,164,190,13,species_level
CPER,Oxytropis sp,Oxytropis,133,148,160,179.89999999999998,198,478,18,genus_level
CPER,Sophora nuttalliana,Sophora,111.19999999999999,115.8,119,122.2,137,29,9,species_level
CPER,Sophora sp,Sophora,97.4,117,122,204.99999999999972,299.6,113,12,genus_level
CPER,Thermopsis divaricarpa,Thermopsis,119.5,122.5,125.5,128.5,131.5,2,2,species_level
CPER,Trifolium dasyphyllum,Trifolium,173.60000000000002,185,188,197,208,39,10,species_level
CPER,Vicia americana,Vicia,137,153,169,184,200.7,414,15,species_level
CPER,Vicia sp,Vicia,84,118,145,170,203,4697,22,genus_level
DCFS,Amorpha canescens,Amorpha,115,172,185,198.7,247,542,17,species_level
DCFS,Amorpha nana,Amorpha,154,160.5,168.5,179.5,181.5,16,5,species_level
DCFS,Amorpha sp,Amorpha,107.10000000000001,141,165,184,218,1072,19,genus_level
DCFS,Astragalus agrestis,Astragalus,143.6,149.8,158,163,173,47,10,species_level
DCFS,Astragalus canadensis,Astragalus,172,190,197.5,204.8,222.39999999999998,88,15,species_level
DCFS,Astragalus cicer,Astragalus,168.8,183.60000000000002,196,209.2,223.39999999999998,29,7,species_level
DCFS,Astragalus crassicarpus,Astragalus,63,82.89999999999999,95.5,130.2,151,94,12,species_level
DCFS,Astragalus flexuosus,Astragalus,161,165.2,173,192.5,204.3,8,6,species_level
DCFS,Astragalus missouriensis,Astragalus,72,91,108,125.19999999999999,147.4,127,15,species_level
DCFS,Astragalus sp,Astragalus,66,88,114,141,186,2802,26,genus_level
DCFS,Dalea candida,Dalea,170,187,194,205,227,209,17,species_level
DCFS,Dalea purpurea,Dalea,145.60000000000002,183.2,195,208.79999999999995,241.60000000000002,635,18,species_level
DCFS,Dalea villosa,Dalea,192.2,202.8,210,215,231.8,37,11,species_level
DCFS,Desmodium canadense,Desmodium,187,197,207,219,236,294,14,species_level
DCFS,Elaeagnus angustifolia,Elaeagnus,108.6,136,159,169.2,289.4,187,12,species_level
DCFS,Elaeagnus commutata,Elaeagnus,147,153,160,172,291,51,13,species_level
DCFS,Glycyrrhiza lepidota,Glycyrrhiza,149,173,184,191,208,101,9,species_level
DCFS,Lotus corniculatus,Lotus,156,170.19999999999993,185,207,241,3375,21,species_level
DCFS,Lotus unifoliolatus,Lotus,156,171,185,208,242,3620,21,genus_level
DCFS,Medicago lupulina,Medicago,90,139,158,176,228,1560,16,species_level
DCFS,Medicago sativa,Medicago,96,162.89999999999998,193,224,272,1264,16,species_level
DCFS,Melilotus officinalis,Melilotus,145.2,161,173,194,235,1193,19,species_level
DCFS,Oxytropis lambertii,Oxytropis,117.9,135.7,156,177,199.5,70,12,species_level
DCFS,Oxytropis sp,Oxytropis,133,148,160,179.89999999999998,198,478,18,genus_level
DCFS,Pediomelum argophyllum,Pediomelum,181,188,193,199.4,212.00000000000003,53,13,species_level
DCFS,Pediomelum esculentum,Pediomelum,137.7,152.10000000000002,162.5,165.89999999999998,175.90000000000003,38,10,species_level
DCFS,Pediomelum sp,Pediomelum,92,108,135,166,195.60000000000002,353,17,genus_level
DCFS,Trifolium hybridum,Trifolium,152,166,185,207.59999999999997,247,589,14,species_level
DCFS,Trifolium repens,Trifolium,91,138,163,199,274,5555,18,species_level
DCFS,Vicia americana,Vicia,137,153,169,184,200.7,414,15,species_level
DEJU,Alnus incana,Alnus,102,156,193,233,276,926,15,species_level
DEJU,Alnus viridis,Alnus,107,133,235,268,296,11,3,species_level
DEJU,Dryas octopetala,Dryas,157.10000000000002,173,183,192.7,204,92,18,genus_level
DEJU,Lupinus arcticus,Lupinus,66,106.4,173,191.60000000000002,216.2,19,11,species_level
DEJU,Oxytropis campestris,Oxytropis,146.3,167,179,187.29999999999998,202,74,13,species_level
DEJU,Oxytropis sp,Oxytropis,133,148,160,179.89999999999998,198,478,18,genus_level
DEJU,Shepherdia canadensis,Shepherdia,98.4,119,125,138,152,235,13,species_level
DELA,Albizia julibrissin,Albizia,143,164,181,191,211,770,15,species_level
DELA,Amorpha fruticosa,Amorpha,105,122,144.5,160,169.7,434,15,species_level
DELA,Amphicarpaea bracteata,Amphicarpaea,224,232,238.5,245,253,2412,21,species_level
DELA,Apios americana,Apios,172.8,220,228,235,245,1029,18,species_level
DELA,Clitoria mariana,Clitoria,156,179,195,209,231,301,13,species_level
DELA,Desmanthus illinoensis,Desmanthus,161,178,189,199,226,81,8,species_level
DELA,Desmodium canescens,Desmodium,207.10000000000002,217.5,229,233.9,253,20,7,species_level
DELA,Desmodium laevigatum,Desmodium,252,252,252,252,252,1,1,species_level
DELA,Desmodium obtusum,Desmodium,241,241,241,241,241,1,1,species_level
DELA,Desmodium paniculatum,Desmodium,215,231.7,244,253,265.2,140,9,species_level
DELA,Desmodium pauciflorum,Desmodium,183,205,223,242,264,705,15,genus_level
DELA,Desmodium rotundifolium,Desmodium,203,234,240,244,255,26,6,species_level
DELA,Desmodium sp,Desmodium,183,205,223,242,264,705,15,genus_level
DELA,Desmodium viridiflorum,Desmodium,205.60000000000002,228.8,252,255.2,258.4,3,3,species_level
DELA,Dioclea multiflora,Dioclea,NA,NA,NA,NA,NA,NA,NA,genus_level
DELA,Lespedeza procumbens,Lespedeza,209,238,247,253.39999999999998,270,43,4,species_level
DELA,Mimosa microphylla,Mimosa,124.20000000000002,151.2,164,182,210.79999999999998,133,11,species_level
DELA,Morella cerifera,Morella,46,62,80,110,300.80000000000007,593,13,species_level
DELA,Pueraria montana,Pueraria,56,131.9,199,245,294.70000000000005,724,12,species_level
DELA,Sesbania vesicaria,Sesbania,223,233.3,242,249.8,261.9,42,5,species_level
DELA,Tephrosia virginiana,Tephrosia,119.6,138,151,167,186,337,16,species_level
DELA,Wisteria frutescens,Wisteria,82.9,106,118,137.1,188.70000000000005,114,12,species_level
DELA,Wisteria sinensis,Wisteria,76.1,86,95,111.39999999999998,135,242,12,species_level
DELA,Wisteria sp,Wisteria,77.6,90,103,119,159,377,15,genus_level
DSNY,Astragalus reflexus,Astragalus,66,88,114,141,186,2802,26,genus_level
DSNY,Centrosema virginianum,Centrosema,143,184,207.5,229,254.10000000000002,740,14,species_level
DSNY,Chamaecrista fasciculata,Chamaecrista,175,209,225,241,272,4671,22,species_level
DSNY,Chamaecrista nictitans,Chamaecrista,219.3,233,240,249,267.70000000000005,174,10,species_level
DSNY,Chamaecrista sp,Chamaecrista,173,209,226,241,272,4930,22,genus_level
DSNY,Chapmannia floridana,Chapmannia,127.6,147.6,181,223,261.99999999999994,19,5,species_level
DSNY,Chapmannia sp,Chapmannia,127.6,147.6,181,223,261.99999999999994,19,5,genus_level
DSNY,Crotalaria lanceolata,Crotalaria,199.2,215.8,246,248.8,280.4,9,5,species_level
DSNY,Crotalaria purshii,Crotalaria,111.60000000000001,124.8,138,149.5,152.5,4,4,species_level
DSNY,Crotalaria rotundifolia,Crotalaria,53.4,97.8,124,196.2,333.6,55,7,species_level
DSNY,Crotalaria sp,Crotalaria,48.60000000000001,123.6,215,262.59999999999997,333,237,12,genus_level
DSNY,Dalea sp,Dalea,64,120,183,204,269,1869,21,genus_level
DSNY,Desmodium incanum,Desmodium,109.3,165.9,227,269.2,334,44,7,species_level
DSNY,Desmodium sp,Desmodium,183,205,223,242,264,705,15,genus_level
DSNY,Desmodium strictum,Desmodium,270,270,270,270,270,1,1,species_level
DSNY,Desmodium triflorum,Desmodium,183,205,223,242,264,705,15,genus_level
DSNY,Galactia elliottii,Galactia,109.5,131.5,147.5,187,218,36,7,species_level
DSNY,Galactia erecta,Galactia,149.9,151.7,159,167.9,179.3,4,3,species_level
DSNY,Galactia floridana,Galactia,125.6,155.4,193,200.2,217,5,2,species_level
DSNY,Galactia mollis,Galactia,109.69999999999999,152,190.5,210,240.89999999999998,128,9,genus_level
DSNY,Galactia regularis,Galactia,173.4,187.4,201,210,217.6,45,8,species_level
DSNY,Galactia sp,Galactia,109.69999999999999,152,190.5,210,240.89999999999998,128,9,genus_level
DSNY,Galactia volubilis,Galactia,105,169.5,193.5,210.5,224.5,6,3,species_level
DSNY,Indigofera hirsuta,Indigofera,65.8,271,291,316,345.2,37,6,species_level
DSNY,Indigofera sp,Indigofera,95.60000000000001,123,171,233.59999999999997,290.2,469,15,genus_level
DSNY,Lespedeza sp,Lespedeza,198.5,227,240,252,265,636,15,genus_level
DSNY,Lupinus diffusus,Lupinus,54.60000000000001,65,76,91,107.00000000000001,49,9,species_level
DSNY,Lupinus onustus,Lupinus,137,137,137,137,137,1,1,species_level
DSNY,Medicago sp,Medicago,76,134,162,193,250,3203,18,genus_level
DSNY,Mimosa microphylla,Mimosa,124.20000000000002,151.2,164,182,210.79999999999998,133,11,species_level
DSNY,Mimosa quadrivalvis,Mimosa,81.39999999999999,119.80000000000001,146,183.99999999999994,252,49,8,species_level
DSNY,Morella cerifera,Morella,46,62,80,110,300.80000000000007,593,13,species_level
DSNY,Rhynchosia sp,Rhynchosia,106,132,156,220,260,231,13,genus_level
DSNY,Strophostyles umbellata,Strophostyles,198,226,240,251,270,232,12,species_level
DSNY,Tephrosia angustissima,Tephrosia,119.5,139,153,170,197,476,17,genus_level
DSNY,Tephrosia florida,Tephrosia,128.4,144.8,170,184.59999999999997,241.40000000000003,7,5,species_level
DSNY,Tephrosia hispidula,Tephrosia,300,300,300,300,300,1,1,species_level
DSNY,Tephrosia sp,Tephrosia,119.5,139,153,170,197,476,17,genus_level
DSNY,Tephrosia spicata,Tephrosia,137.6,155.9,172.5,189.1,215.00000000000003,44,7,species_level
DSNY,Tephrosia virginiana,Tephrosia,119.6,138,151,167,186,337,16,species_level
GRSM,Albizia julibrissin,Albizia,143,164,181,191,211,770,15,species_level
GRSM,Amphicarpaea bracteata,Amphicarpaea,224,232,238.5,245,253,2412,21,species_level
GRSM,Chamaecrista nictitans,Chamaecrista,219.3,233,240,249,267.70000000000005,174,10,species_level
GRSM,Desmodium nudiflorum,Desmodium,183,205,223,242,264,705,15,genus_level
GRSM,Desmodium paniculatum,Desmodium,215,231.7,244,253,265.2,140,9,species_level
GRSM,Lespedeza procumbens,Lespedeza,209,238,247,253.39999999999998,270,43,4,species_level
GRSM,Lespedeza repens,Lespedeza,132.4,161.89999999999998,205,239,272.3,50,7,species_level
GRSM,Lespedeza violacea,Lespedeza,223.2,234.2,240,244.6,253,15,8,species_level
GRSM,Robinia pseudoacacia,Robinia,93,120,138,152,257.8000000000002,2963,20,species_level
GRSM,Trifolium sp,Trifolium,101,136,162,196,262,16655,23,genus_level
GUAN,Abrus precatorius,Abrus,124.5,191,266.5,281.5,319.5,16,6,species_level
GUAN,Acacia farnesiana,Acacia,40,89.29999999999995,180,272,325.9000000000001,1572,14,genus_level
GUAN,Acacia retusa,Acacia,40,89.29999999999995,180,272,325.9000000000001,1572,14,genus_level
GUAN,Centrosema sp,Centrosema,145,187,212,233.79999999999995,259.20000000000005,805,15,genus_level
GUAN,Centrosema virginianum,Centrosema,143,184,207.5,229,254.10000000000002,740,14,species_level
GUAN,Coursetia caribaea,Coursetia,35.6,72.4,82,102,326.79999999999995,79,8,genus_level
GUAN,Crotalaria lotifolia,Crotalaria,48.60000000000001,123.6,215,262.59999999999997,333,237,12,genus_level
GUAN,Crotalaria sp,Crotalaria,48.60000000000001,123.6,215,262.59999999999997,333,237,12,genus_level
GUAN,Crotalaria trichotoma,Crotalaria,48.60000000000001,123.6,215,262.59999999999997,333,237,12,genus_level
GUAN,Crotalaria verrucosa,Crotalaria,48.60000000000001,123.6,215,262.59999999999997,333,237,12,genus_level
GUAN,Desmodium sp,Desmodium,183,205,223,242,264,705,15,genus_level
GUAN,Desmodium tortuosum,Desmodium,133.8,141.8,169,233,254.39999999999998,5,4,species_level
GUAN,Galactia dubia,Galactia,109.69999999999999,152,190.5,210,240.89999999999998,128,9,genus_level
GUAN,Leucaena leucocephala,Leucaena,59,112.5,117.5,120,295.5,66,10,species_level
GUAN,Pithecellobium dulce,Pithecellobium,42.00000000000001,97.4,105,118.4,180.80000000000004,13,7,species_level
GUAN,Pithecellobium unguis-cati,Pithecellobium,93.30000000000003,151.90000000000003,210.5,269.09999999999997,327.69999999999993,2,2,species_level
GUAN,Poitea florida,Poitea,NA,NA,NA,NA,NA,NA,NA,genus_level
GUAN,Poitea paucifolia,Poitea,NA,NA,NA,NA,NA,NA,NA,genus_level
GUAN,Poitea sp,Poitea,NA,NA,NA,NA,NA,NA,NA,genus_level
GUAN,Prosopis sp,Prosopis,78.30000000000001,186,241,286,339,108,2,species_level
GUAN,Stylosanthes hamata,Stylosanthes,13.799999999999999,29,47,54.6,95.39999999999998,9,3,species_level
GUAN,Tephrosia senna,Tephrosia,119.5,139,153,170,197,476,17,genus_level
GUAN,Teramnus labialis,Teramnus,NA,NA,NA,NA,NA,NA,NA,genus_level
HARV,Alnus serrulata,Alnus,10.400000000000002,51.3,68.5,128.39999999999992,299.29999999999995,52,9,species_level
HARV,Alnus sp,Alnus,72.80000000000001,127,184,234,289.20000000000005,1709,17,genus_level
HARV,Amphicarpaea bracteata,Amphicarpaea,224,232,238.5,245,253,2412,21,species_level
HARV,Apios americana,Apios,172.8,220,228,235,245,1029,18,species_level
HARV,Comptonia peregrina,Comptonia,102.89999999999999,112,118,127,161.40000000000003,50,8,species_level
HARV,Desmodium sp,Desmodium,183,205,223,242,264,705,15,genus_level
HARV,Lespedeza sp,Lespedeza,198.5,227,240,252,265,636,15,genus_level
HARV,Robinia hispida,Robinia,120,141,151,156,175,136,15,species_level
HEAL,Alnus incana,Alnus,102,156,193,233,276,926,15,species_level
HEAL,Alnus viridis,Alnus,107,133,235,268,296,11,3,species_level
JERC,Amorpha fruticosa,Amorpha,105,122,144.5,160,169.7,434,15,species_level
JERC,Amorpha sp,Amorpha,107.10000000000001,141,165,184,218,1072,19,genus_level
JERC,Amphicarpaea bracteata,Amphicarpaea,224,232,238.5,245,253,2412,21,species_level
JERC,Amphicarpaea sp,Amphicarpaea,224,232,238.5,245,253,2412,21,genus_level
JERC,Arachis hypogaea,Arachis,152.50000000000003,179.5,206.5,233.5,260.5,2,2,species_level
JERC,Astragalus crassicarpus,Astragalus,63,82.89999999999999,95.5,130.2,151,94,12,species_level
JERC,Astragalus michauxii,Astragalus,66,88,114,141,186,2802,26,genus_level
JERC,Astragalus reflexus,Astragalus,66,88,114,141,186,2802,26,genus_level
JERC,Ceanothus microphyllus,Ceanothus,58.599999999999994,65.2,72,81,110.79999999999998,19,7,species_level
JERC,Centrosema sp,Centrosema,145,187,212,233.79999999999995,259.20000000000005,805,15,genus_level
JERC,Centrosema virginianum,Centrosema,143,184,207.5,229,254.10000000000002,740,14,species_level
JERC,Chamaecrista fasciculata,Chamaecrista,175,209,225,241,272,4671,22,species_level
JERC,Chamaecrista nictitans,Chamaecrista,219.3,233,240,249,267.70000000000005,174,10,species_level
JERC,Chamaecrista sp,Chamaecrista,173,209,226,241,272,4930,22,genus_level
JERC,Clitoria mariana,Clitoria,156,179,195,209,231,301,13,species_level
JERC,Clitoria sp,Clitoria,153,178,195,209,232,317,13,genus_level
JERC,Crotalaria juncea,Crotalaria,238,238,238,238,238,1,1,species_level
JERC,Crotalaria purshii,Crotalaria,111.60000000000001,124.8,138,149.5,152.5,4,4,species_level
JERC,Crotalaria rotundifolia,Crotalaria,53.4,97.8,124,196.2,333.6,55,7,species_level
JERC,Crotalaria sp,Crotalaria,48.60000000000001,123.6,215,262.59999999999997,333,237,12,genus_level
JERC,Dalea albida,Dalea,64,120,183,204,269,1869,21,genus_level
JERC,Dalea carnea,Dalea,197.39999999999998,207,212,223.79999999999998,239.8,13,7,species_level
JERC,Dalea obovata,Dalea,153,153,153,153,153,1,1,species_level
JERC,Dalea pinnata,Dalea,270.4,276.1,281,284,296.20000000000005,28,7,species_level
JERC,Dalea sp,Dalea,64,120,183,204,269,1869,21,genus_level
JERC,Desmanthus obtusus,Desmanthus,139.2,168,188,201.79999999999998,241.8,113,9,genus_level
JERC,Desmanthus sp,Desmanthus,139.2,168,188,201.79999999999998,241.8,113,9,genus_level
JERC,Desmodium ciliare,Desmodium,239,248.6,249,258.2,275.8,7,4,species_level
JERC,Desmodium cuspidatum,Desmodium,195.3,208.3,234.5,242.7,247,8,4,species_level
JERC,Desmodium floridanum,Desmodium,141.60000000000002,164.8,188,211.2,234.39999999999998,2,2,species_level
JERC,Desmodium glutinosum,Desmodium,174.8,207.6,229,252,277.8,45,3,species_level
JERC,Desmodium incanum,Desmodium,109.3,165.9,227,269.2,334,44,7,species_level
JERC,Desmodium laevigatum,Desmodium,252,252,252,252,252,1,1,species_level
JERC,Desmodium lindheimeri,Desmodium,245.5,267.9,274,281,298.40000000000003,20,8,species_level
JERC,Desmodium lineatum,Desmodium,119,119,119,119,119,1,1,species_level
JERC,Desmodium marilandicum,Desmodium,230.9,242.70000000000002,254.5,266.3,278.09999999999997,2,1,species_level
JERC,Desmodium obtusum,Desmodium,241,241,241,241,241,1,1,species_level
JERC,Desmodium paniculatum,Desmodium,215,231.7,244,253,265.2,140,9,species_level
JERC,Desmodium perplexum,Desmodium,245.5,248.5,253.5,258.5,270.5,6,4,species_level
JERC,Desmodium procumbens,Desmodium,183,205,223,242,264,705,15,genus_level
JERC,Desmodium rotundifolium,Desmodium,203,234,240,244,255,26,6,species_level
JERC,Desmodium sp,Desmodium,183,205,223,242,264,705,15,genus_level
JERC,Desmodium strictum,Desmodium,270,270,270,270,270,1,1,species_level
JERC,Desmodium tenuifolium,Desmodium,232.10000000000002,240.3,248.5,256.7,264.9,2,2,species_level
JERC,Desmodium tortuosum,Desmodium,133.8,141.8,169,233,254.39999999999998,5,4,species_level
JERC,Desmodium triflorum,Desmodium,183,205,223,242,264,705,15,genus_level
JERC,Desmodium viridiflorum,Desmodium,205.60000000000002,228.8,252,255.2,258.4,3,3,species_level
JERC,Erythrina herbacea,Erythrina,73,99,114,122,142,667,17,species_level
JERC,Galactia elliottii,Galactia,109.5,131.5,147.5,187,218,36,7,species_level
JERC,Galactia erecta,Galactia,149.9,151.7,159,167.9,179.3,4,3,species_level
JERC,Galactia floridana,Galactia,125.6,155.4,193,200.2,217,5,2,species_level
JERC,Galactia mollis,Galactia,109.69999999999999,152,190.5,210,240.89999999999998,128,9,genus_level
JERC,Galactia pinetorum,Galactia,109.69999999999999,152,190.5,210,240.89999999999998,128,9,genus_level
JERC,Galactia regularis,Galactia,173.4,187.4,201,210,217.6,45,8,species_level
JERC,Galactia sp,Galactia,109.69999999999999,152,190.5,210,240.89999999999998,128,9,genus_level
JERC,Galactia volubilis,Galactia,105,169.5,193.5,210.5,224.5,6,3,species_level
JERC,Indigofera caroliniana,Indigofera,129.9,149.9,156.5,172.3,182,10,5,species_level
JERC,Indigofera hirsuta,Indigofera,65.8,271,291,316,345.2,37,6,species_level
JERC,Indigofera sp,Indigofera,95.60000000000001,123,171,233.59999999999997,290.2,469,15,genus_level
JERC,Kummerowia striata,Kummerowia,223.2,234.60000000000002,244,252.2,274.4,77,11,species_level
JERC,Lespedeza angustifolia,Lespedeza,224.8,230.4,236,237.6,239.2,3,2,species_level
